Fecha (UTC),Latitud,Longitud,Profundidad,Magnitud
2016-11-10 17:14:55,-19.13,-69.42,96,4.6
2016-11-09 12:21:31,-36.58,-73.55,28,4.9
2016-11-09 11:04:10,-36.57,-73.58,20,4.5
2016-11-08 17:09:55,-38.45,-74.17,15,5
2016-11-08 14:13:58,-25.43,-70.03,57,4.9
2016-11-08 07:13:09,-36.65,-73.57,10,4.7
2016-11-08 07:08:01,-36.66,-73.61,27,5.1
2016-11-08 05:44:43,-36.7,-73.59,10,4.9
2016-11-08 05:16:18,-36.7,-73.52,21,4.6
2016-11-08 04:55:43,-36.62,-73.73,15,5.9
2016-11-07 06:53:13,-28.12,-70.71,54,4.1
2016-11-04 16:20:45,-35.06,-71.0,95,6.4
2016-11-03 12:44:03,-19.34,-69.35,110,5
2016-11-03 02:17:06,-31.5,-71.66,42,4
2016-11-02 07:21:32,-22.47,-68.51,134,5
2016-10-31 05:44:33,-22.43,-68.64,105,5.1
2016-10-31 02:15:11,-31.84,-71.58,41,4
2016-10-30 04:49:40,-25.18,-70.39,61,5.4
2016-10-27 00:59:34,-22.2,-68.45,127,4.8
2016-10-26 12:18:03,-27.72,-70.16,88,4.2
2016-10-25 07:18:22,-26.75,-71.07,15,4.9
2016-10-23 06:09:17,-30.83,-71.36,42,4.4
2016-10-21 19:02:31,-30.75,-71.38,47,4.3
2016-10-20 04:38:17,-36.46,-72.58,69,4.3
2016-10-17 00:35:53,-33.71,-71.56,45,4
2016-10-16 08:37:49,-30.64,-71.59,33,4
2016-10-14 18:09:34,-21.89,-68.42,116,4.6
2016-10-14 10:58:10,-37.53,-73.86,50,5
2016-10-12 01:59:22,-30.69,-71.38,41,5
2016-10-11 12:52:06,-28.39,-70.47,80,4.2
2016-10-09 01:02:40,-31.35,-70.66,122,4.3
2016-10-08 04:43:46,-29.43,-71.07,62,4.2
2016-10-07 23:59:29,-31.0,-71.3,65,4.9
2016-10-07 01:27:52,-30.58,-70.91,77,4.1
2016-10-06 00:47:44,-20.25,-69.18,94,4.4
2016-10-05 07:22:39,-30.71,-71.37,48,4.4
2016-10-05 06:17:25,-29.29,-70.31,108,4.6
2016-10-02 01:39:24,-21.29,-68.84,114,4.1
2016-09-27 17:07:28,-23.09,-70.6,30,4.7
2016-09-27 16:50:00,-23.1,-70.61,36,4.6
2016-09-25 01:23:47,-30.36,-71.65,37,4.9
2016-09-24 20:27:20,-21.59,-68.53,114,4.9
2016-09-24 20:07:19,-32.61,-71.57,32,4
2016-09-24 02:56:15,-29.99,-71.36,47,4.3
2016-09-22 09:51:27,-20.21,-69.25,100,4.1
2016-09-21 20:59:26,-30.17,-70.76,88,4.2
2016-09-20 13:24:43,-23.58,-68.19,134,5.1
2016-09-18 16:06:58,-30.66,-71.37,50,4.1
2016-09-17 03:55:57,-37.28,-73.89,42,5.1
2016-09-15 15:37:52,-20.36,-69.54,72,4.4
2016-09-15 15:31:07,-38.09,-73.47,32,4.8
2016-09-11 21:03:52,-23.04,-69.06,78,4.5
2016-09-08 02:34:04,-21.8,-68.62,121,5
2016-09-07 22:54:31,-32.31,-71.58,42,4.5
2016-09-07 20:03:23,-20.05,-69.09,113,5.3
2016-09-07 12:01:12,-24.87,-70.76,18,4.1
2016-09-07 00:06:00,-31.97,-71.55,75,4.1
2016-09-06 07:37:47,-21.32,-67.97,173,5
2016-09-03 01:00:58,-22.13,-69.89,72,4.3
2016-08-31 16:02:06,-29.61,-70.68,94,4.1
2016-08-30 08:09:07,-34.87,-72.58,12,5.1
2016-08-29 01:27:21,-18.4,-69.7,112,4.4
2016-08-28 16:32:04,-27.68,-71.23,35,4.6
2016-08-27 20:14:10,-38.15,-73.39,29,4.9
2016-08-27 19:36:08,-32.81,-71.61,29,4.1
2016-08-26 10:08:36,-25.1,-70.4,60,4.1
2016-08-21 04:56:57,-19.29,-69.65,82,4.5
2016-08-19 12:06:46,-21.05,-70.25,38,4.2
2016-08-19 05:59:24,-20.59,-68.92,110,4.6
2016-08-18 00:11:22,-27.53,-70.72,55,4
2016-08-16 18:42:52,-33.59,-71.96,25,4.3
2016-08-16 02:58:38,-22.47,-68.79,117,5.1
2016-08-15 17:50:16,-28.88,-71.5,44,4.1
2016-08-14 13:28:43,-20.21,-69.27,105,5.1
2016-08-14 10:23:57,-20.65,-69.12,111,4.4
2016-08-13 14:21:44,-32.41,-71.66,36,4.1
2016-08-12 18:49:03,-40.36,-72.96,61,4.1
2016-08-12 17:07:29,-20.57,-69.17,105,4
2016-08-10 17:37:07,-30.75,-71.41,46,4.5
2016-08-10 08:20:17,-32.08,-71.25,86,4.9
2016-08-10 06:43:39,-31.97,-71.54,25,4.5
2016-08-08 16:08:15,-24.12,-68.23,135,5
2016-08-08 12:24:32,-31.64,-71.61,34,4.7
2016-08-04 14:15:11,-22.43,-66.2,293,6
2016-08-03 07:41:38,-21.24,-69.47,74,4.1
2016-07-29 16:52:15,-31.59,-71.45,49,4.7
2016-07-29 07:35:35,-31.74,-71.63,29,4
2016-07-28 00:34:20,-30.41,-71.63,36,4.4
2016-07-26 23:00:24,-32.7,-71.74,25,4.9
2016-07-26 00:02:51,-19.09,-69.93,73,4.4
2016-07-25 17:26:49,-26.11,-70.48,60,6
2016-07-25 14:59:29,-30.8,-71.44,42,4.8
2016-07-25 12:08:35,-33.41,-70.3,101,4.9
2016-07-25 03:49:48,-22.39,-68.61,114,4.4
2016-07-24 23:03:11,-22.68,-68.58,111,4.3
2016-07-19 05:18:38,-30.18,-72.21,35,5.4
2016-07-19 04:33:50,-30.65,-71.59,28,4.4
2016-07-18 13:58:20,-30.74,-71.71,30,4.7
2016-07-18 08:59:44,-30.43,-71.6,23,5.1
2016-07-18 02:58:51,-30.74,-71.7,28,5.2
2016-07-18 01:13:13,-30.85,-71.7,32,4.3
2016-07-16 03:25:39,-21.35,-69.98,39,4.3
2016-07-14 06:48:59,-31.77,-71.44,45,4.2
2016-07-13 14:41:56,-30.64,-71.19,58,4.1
2016-07-12 02:23:27,-42.2,-73.38,40,4.5
2016-07-11 13:27:36,-30.69,-71.27,35,5.1
2016-07-10 20:00:39,-21.14,-68.87,110,4.7
2016-07-07 21:54:05,-30.57,-71.42,49,4.5
2016-07-06 23:56:28,-30.38,-71.38,49,4.3
2016-07-06 22:59:10,-20.43,-69.31,94,4.6
2016-07-05 18:15:23,-41.69,-73.6,39,4.5
2016-07-05 09:53:08,-30.43,-71.6,29,4
2016-07-05 02:29:03,-20.16,-71.01,30,4.9
2016-07-04 23:02:24,-20.71,-69.13,90,5
2016-07-04 00:13:03,-31.45,-71.47,48,4.4
2016-07-03 09:22:17,-21.09,-68.79,114,4
2016-07-01 22:20:08,-30.8,-71.44,52,4.9
2016-06-28 23:07:30,-30.39,-71.62,28,5
2016-06-27 12:51:12,-31.77,-71.38,45,5.1
2016-06-25 00:47:28,-31.54,-71.5,51,4.7
2016-06-24 21:29:17,-25.74,-69.35,124,5.8
2016-06-23 10:47:49,-20.47,-68.89,107,4.3
2016-06-22 03:54:41,-30.62,-71.72,34,5.2
2016-06-21 00:22:00,-23.76,-70.33,50,4.1
2016-06-18 17:29:46,-24.19,-67.5,199,6
2016-06-17 06:38:24,-30.66,-71.63,28,4.9
2016-06-17 03:48:39,-30.17,-71.44,20,4.8
2016-06-17 03:30:54,-23.02,-69.0,93,4.4
2016-06-16 01:14:46,-30.65,-71.22,59,4.9
2016-06-14 22:42:25,-21.13,-68.92,114,4.6
2016-06-14 11:43:24,-30.18,-71.6,40,4.6
2016-06-12 17:07:53,-37.86,-73.65,35,4.5
2016-06-11 13:44:59,-30.36,-71.41,46,4.3
2016-06-07 19:01:45,-25.87,-69.49,84,4.1
2016-06-06 13:21:58,-30.06,-71.53,44,5.6
2016-06-06 13:16:01,-30.12,-71.48,37,5.8
2016-06-06 06:53:10,-32.01,-71.54,40,4.4
2016-06-05 15:05:35,-19.48,-69.25,107,5.3
2016-06-05 09:30:53,-29.37,-71.65,53,4.2
2016-06-05 05:51:10,-29.32,-71.82,40,5.6
2016-06-04 22:19:04,-31.59,-71.49,48,4.1
2016-06-03 13:46:53,-18.97,-70.12,52,4.1
2016-06-02 23:08:48,-21.11,-68.91,113,4.1
2016-06-01 07:53:07,-22.68,-68.66,96,4.5
2016-05-30 05:59:01,-32.23,-71.59,41,4.3
2016-05-28 03:29:59,-37.52,-74.03,36,4.2
2016-05-27 23:24:25,-19.67,-69.08,110,4.5
2016-05-26 20:36:50,-29.96,-71.88,17,4.8
2016-05-26 13:25:32,-38.42,-73.34,39,4.4
2016-05-22 11:47:10,-30.63,-71.64,32,5.1
2016-05-19 18:28:34,-30.68,-71.34,31,4.4
2016-05-18 21:04:12,-30.68,-71.63,31,4.3
2016-05-17 18:41:52,-38.25,-74.09,33,5
2016-05-15 09:42:13,-29.19,-69.67,124,4.5
2016-05-12 18:03:50,-30.62,-71.75,34,4.6
2016-05-11 17:59:39,-27.95,-71.13,29,4.6
2016-05-11 13:11:32,-30.66,-71.89,37,5.6
2016-05-10 21:55:37,-37.95,-74.38,28,4.8
2016-05-10 00:16:07,-32.34,-71.67,57,4.3
2016-05-09 11:18:20,-32.58,-71.85,24,4
2016-05-08 19:06:01,-24.71,-69.47,88,5
2016-05-08 10:33:12,-32.77,-71.53,39,4.6
2016-05-07 07:22:22,-33.93,-71.48,52,4.2
2016-05-06 08:51:32,-30.4,-71.24,59,4.3
2016-04-30 02:49:08,-29.82,-71.98,33,4.8
2016-04-26 19:58:16,-21.07,-68.57,126,4.7
2016-04-25 22:20:48,-30.96,-71.79,35,4.7
2016-04-25 14:01:47,-32.14,-71.82,28,4.7
2016-04-18 11:38:38,-31.77,-71.31,51,5.5
2016-04-18 07:01:14,-32.43,-71.43,41,4.1
2016-04-18 04:25:59,-29.54,-70.99,50,4.5
2016-04-17 19:24:43,-31.62,-71.85,46,4.4
2016-04-17 14:59:45,-30.75,-71.35,47,4.9
2016-04-16 06:05:23,-26.49,-70.04,73,5.3
2016-04-15 04:27:56,-32.18,-71.84,32,4.6
2016-04-14 17:44:57,-32.17,-71.83,39,4.5
2016-04-14 09:38:44,-33.86,-70.44,118,5.3
2016-04-13 20:01:59,-21.0,-66.87,271,5.3
2016-04-10 18:10:56,-31.5,-71.73,37,4.6
2016-04-09 17:30:03,-30.66,-71.76,33,4.2
2016-04-09 05:49:16,-30.34,-71.49,18,4.2
2016-04-07 07:03:07,-20.42,-68.83,108,4.7
2016-04-06 17:35:38,-31.51,-71.67,36,5.2
2016-04-04 23:12:17,-30.8,-71.32,41,4.6
2016-04-04 12:32:44,-31.25,-71.84,36,5.2
2016-04-03 06:02:04,-28.98,-70.16,108,4.7
2016-04-02 15:13:31,-29.85,-71.27,45,4.1
2016-04-01 03:13:20,-20.32,-69.93,52,4.6
2016-04-01 02:40:18,-30.63,-71.7,42,4.6
2016-03-31 07:53:28,-22.62,-68.75,125,5
2016-03-27 04:00:20,-32.27,-70.32,107,4.6
2016-03-27 00:27:55,-30.43,-71.64,25,4.5
2016-03-26 08:56:30,-30.73,-71.45,51,4.5
2016-03-25 22:36:02,-35.18,-71.14,96,4.6
2016-03-25 08:03:20,-30.69,-71.43,51,4.8
2016-03-24 22:14:37,-30.42,-71.67,34,4.2
2016-03-23 13:14:07,-30.39,-71.64,30,4.5
2016-03-23 00:37:59,-31.77,-71.43,49,4.9
2016-03-20 23:23:10,-31.4,-71.64,29,4.7
2016-03-20 22:30:21,-31.72,-71.26,55,4.2
2016-03-20 20:01:54,-30.65,-71.33,44,4.4
2016-03-19 18:50:29,-33.17,-71.82,31,4
2016-03-19 12:24:06,-30.64,-71.59,30,4.5
2016-03-16 03:49:31,-31.27,-71.88,30,5.6
2016-03-14 15:28:24,-20.9,-68.91,105,4.5
2016-03-14 10:26:20,-32.35,-71.61,40,4.5
2016-03-14 04:23:20,-26.14,-70.64,39,4.4
2016-03-12 20:48:37,-21.07,-70.1,74,4
2016-03-12 16:05:15,-30.31,-71.54,45,5.2
2016-03-11 07:02:16,-23.08,-68.9,102,5
2016-03-11 03:45:29,-25.84,-70.27,66,4.2
2016-03-10 23:47:50,-24.77,-70.64,36,4
2016-03-10 08:34:13,-18.83,-69.54,90,5
2016-03-09 13:28:11,-30.44,-71.31,55,5.1
2016-03-09 09:40:45,-30.72,-71.4,42,4.4
2016-03-09 06:27:29,-34.79,-71.84,41,4.3
2016-03-08 01:27:48,-31.77,-71.36,45,4.3
2016-03-07 06:01:21,-27.02,-70.83,58,4.3
2016-03-05 17:31:51,-20.73,-69.69,35,4.4
2016-03-04 20:48:35,-21.31,-69.72,65,4.1
2016-03-04 18:58:33,-20.66,-71.02,20,4.5
2016-03-04 12:28:16,-19.01,-70.48,49,4.3
2016-03-04 07:58:19,-20.89,-70.44,61,4.2
2016-03-03 20:21:08,-20.3,-68.95,101,4.5
2016-03-03 18:51:01,-19.14,-69.27,112,4.7
2016-03-03 13:47:15,-30.16,-71.44,32,4.3
2016-03-02 09:49:55,-18.65,-70.61,48,5.1
2016-02-29 01:35:03,-30.41,-71.6,46,4
2016-02-25 15:35:07,-23.05,-69.05,95,5.3
2016-02-25 11:27:53,-30.77,-71.38,45,4.7
2016-02-24 21:59:31,-30.07,-71.05,70,4.3
2016-02-24 19:10:01,-29.8,-71.48,38,4.7
2016-02-24 17:02:04,-29.96,-71.66,39,4.7
2016-02-24 03:51:29,-31.77,-69.82,141,4.8
2016-02-24 02:32:58,-31.09,-71.36,45,4.4
2016-02-23 10:29:15,-33.21,-71.39,56,4
2016-02-22 06:37:01,-30.49,-72.23,31,6
2016-02-20 18:23:01,-32.5,-70.01,129,4.9
2016-02-20 07:03:32,-18.96,-70.18,72,4.2
2016-02-19 05:33:08,-30.59,-71.69,36,5.4
2016-02-18 09:18:42,-20.31,-69.17,100,4.5
2016-02-17 10:54:10,-31.22,-71.57,42,4.7
2016-02-16 22:48:01,-19.03,-69.47,94,4.2
2016-02-16 16:50:51,-30.27,-71.27,59,4.2
2016-02-14 00:21:25,-19.14,-69.44,105,4.4
2016-02-12 22:32:05,-19.94,-70.31,53,5
2016-02-12 21:43:15,-31.72,-71.31,55,4.3
2016-02-10 11:10:59,-37.0,-73.61,16,4.6
2016-02-10 07:25:39,-30.62,-71.59,34,4.3
2016-02-10 03:15:02,-36.85,-74.14,30,4.4
2016-02-10 00:59:55,-30.64,-71.68,37,4.6
2016-02-10 00:52:57,-30.66,-71.55,30,4.8
2016-02-10 00:47:09,-30.65,-71.5,30,4.7
2016-02-10 00:33:04,-30.63,-71.65,37,6.4
2016-02-09 21:54:59,-36.83,-73.77,26,4.3
2016-02-08 12:13:19,-32.11,-71.87,36,4.3
2016-02-05 05:28:07,-31.1,-71.81,30,5.1
2016-02-04 17:55:00,-31.07,-71.78,32,5.2
2016-02-03 09:07:14,-21.27,-69.62,44,4.2
2016-02-01 21:27:29,-20.16,-70.49,36,4.3
2016-01-30 09:27:15,-30.17,-71.62,42,4.2
2016-01-29 20:07:16,-30.36,-71.54,44,5.2
2016-01-28 20:36:04,-29.73,-71.63,49,4.2
2016-01-27 14:35:33,-19.19,-69.37,105,4
2016-01-27 13:16:35,-30.66,-71.69,33,4.8
2016-01-26 01:35:13,-30.72,-71.45,48,4.4
2016-01-26 00:19:11,-32.65,-71.85,30,5.1
2016-01-21 13:36:09,-30.39,-71.52,44,4.6
2016-01-21 06:07:02,-30.51,-71.22,57,4.4
2016-01-19 21:45:26,-30.46,-71.7,34,4.2
2016-01-19 11:39:40,-22.97,-69.01,96,5.1
2016-01-19 07:08:48,-32.11,-71.22,83,4.1
2016-01-17 17:05:39,-26.44,-70.87,55,4.2
2016-01-17 15:28:40,-21.34,-68.89,91,5
2016-01-16 11:30:18,-41.73,-73.99,45,4
2016-01-16 00:37:25,-36.71,-72.56,67,4
2016-01-14 00:29:40,-28.65,-70.08,110,4.2
2016-01-13 12:20:40,-19.28,-70.13,53,4.8
2016-01-12 19:01:53,-30.7,-71.61,43,4.9
2016-01-10 13:33:35,-31.32,-71.73,42,5
2016-01-10 04:36:38,-36.4,-72.73,39,4.9
2016-01-09 09:03:38,-19.83,-69.12,104,4.6
2016-01-08 18:41:02,-32.94,-70.68,93,4.7
2016-01-08 12:12:36,-41.71,-74.12,42,4.5
2016-01-08 01:11:59,-30.67,-71.66,32,6
2016-01-07 15:40:43,-41.72,-74.15,41,5.3
2016-01-07 02:09:43,-30.63,-71.62,36,4.9
2016-01-06 12:41:08,-21.61,-70.34,37,4.5
2016-01-05 17:45:55,-20.01,-69.15,101,4.1
2015-12-30 21:29:22,-30.7,-71.62,28,4.3
2015-12-28 14:36:47,-29.33,-71.88,35,4.4
2015-12-28 07:25:36,-31.63,-70.64,117,4.2
2015-12-27 23:47:09,-31.78,-71.66,48,4.8
2015-12-27 21:59:13,-20.71,-69.26,103,4.1
2015-12-27 16:13:49,-30.63,-71.16,59,4.1
2015-12-27 12:34:28,-20.69,-68.8,105,4.5
2015-12-26 17:59:39,-31.75,-71.93,41,4.8
2015-12-26 17:58:09,-31.76,-72.1,32,4.9
2015-12-25 15:11:50,-30.59,-71.29,60,4.5
2015-12-24 10:42:18,-35.45,-72.99,36,4.7
2015-12-23 23:53:34,-20.54,-69.22,112,4.4
2015-12-23 15:45:00,-20.35,-68.94,106,4.5
2015-12-23 09:15:37,-31.06,-71.34,57,4.5
2015-12-22 18:46:39,-30.8,-71.25,62,4.6
2015-12-21 17:04:51,-31.54,-71.41,48,4.2
2015-12-20 22:51:37,-30.59,-71.25,62,4
2015-12-19 19:25:05,-30.64,-71.31,50,6
2015-12-18 02:34:36,-30.62,-71.67,39,4.2
2015-12-17 22:56:16,-30.63,-71.66,41,4.3
2015-12-17 06:55:57,-30.38,-71.68,25,4.5
2015-12-17 04:18:59,-30.75,-71.39,53,4.4
2015-12-16 00:35:59,-27.28,-70.0,104,4.1
2015-12-15 04:51:03,-29.35,-71.99,23,4.7
2015-12-15 04:22:58,-30.7,-71.72,35,4.1
2015-12-13 12:08:29,-30.63,-71.61,32,4.1
2015-12-12 15:08:58,-35.08,-71.92,51,4.9
2015-12-12 03:48:13,-25.54,-70.48,58,4.3
2015-12-11 22:07:38,-19.75,-69.24,98,4.4
2015-12-10 07:50:03,-20.66,-69.19,105,4.2
2015-12-10 00:37:37,-30.98,-71.33,59,4.3
2015-12-10 00:17:06,-35.83,-73.74,20,4
2015-12-10 00:09:24,-35.91,-73.56,14,5.3
2015-12-08 12:56:07,-30.84,-71.71,40,5.6
2015-12-07 07:51:13,-31.13,-71.26,47,5.5
2015-12-05 10:29:18,-22.54,-70.32,39,4.7
2015-12-04 08:44:37,-30.8,-71.46,53,4.5
2015-12-03 21:09:46,-20.78,-69.25,104,4
2015-12-03 14:55:39,-22.52,-68.81,87,4.2
2015-12-03 08:32:45,-29.84,-71.54,48,5.1
2015-12-02 15:13:49,-19.67,-69.27,101,4.4
2015-12-01 14:29:22,-30.65,-71.54,44,4
2015-12-01 13:39:56,-16.58,-71.3,128,5.3
2015-12-01 12:08:33,-30.29,-71.51,51,5.1
2015-12-01 07:26:13,-31.59,-71.36,41,4.7
2015-12-01 03:04:04,-30.41,-71.63,18,4.6
2015-11-30 14:45:24,-24.31,-67.46,208,5.5
2015-11-29 00:47:50,-30.34,-71.54,17,4.2
2015-11-28 06:08:34,-30.66,-71.76,37,4.5
2015-11-28 05:44:37,-30.34,-72.34,32,5.4
2015-11-27 21:45:13,-24.74,-70.55,39,5
2015-11-27 21:00:21,-24.78,-70.55,37,6.3
2015-11-25 04:04:11,-19.96,-69.19,105,4
2015-11-24 23:42:08,-31.75,-71.69,41,4.1
2015-11-22 22:16:54,-23.63,-69.05,97,5.1
2015-11-22 15:23:57,-30.26,-71.58,40,4.3
2015-11-22 12:49:00,-30.68,-71.65,67,4.4
2015-11-22 05:57:39,-30.41,-71.71,38,4.8
2015-11-21 23:05:28,-30.61,-71.8,35,6
2015-11-21 22:16:58,-30.64,-71.67,38,4.3
2015-11-21 22:12:36,-30.63,-71.66,36,4.5
2015-11-21 19:37:57,-31.59,-71.72,45,4.3
2015-11-21 16:11:34,-34.95,-71.63,47,4.2
2015-11-21 00:12:34,-32.97,-70.29,106,4.5
2015-11-19 05:02:20,-30.25,-71.78,5,4.2
2015-11-18 06:13:17,-19.34,-69.39,108,4.6
2015-11-17 13:16:27,-30.68,-71.36,54,4.5
2015-11-16 09:57:07,-30.59,-71.27,47,4
2015-11-16 04:55:36,-18.79,-69.94,85,4.5
2015-11-16 01:57:10,-31.6,-71.42,27,4
2015-11-15 21:48:01,-22.56,-68.91,102,4.1
2015-11-15 05:18:30,-30.71,-71.38,50,4
2015-11-14 12:58:19,-30.74,-71.41,44,4.3
2015-11-11 07:59:32,-31.77,-71.52,35,4.4
2015-11-11 02:46:16,-29.55,-72.26,12,6.9
2015-11-11 02:23:41,-29.46,-71.76,15,5.1
2015-11-11 01:54:36,-29.46,-72.12,33,6.9
2015-11-10 23:48:26,-29.5,-71.97,53,5
2015-11-10 19:38:22,-30.82,-71.42,50,4.3
2015-11-10 17:48:22,-22.25,-68.81,126,5.4
2015-11-10 12:58:37,-30.8,-71.46,57,5
2015-11-09 04:46:27,-23.48,-69.03,116,5.4
2015-11-08 08:13:37,-17.47,-69.79,194,5.5
2015-11-07 23:56:21,-30.71,-71.39,47,4.5
2015-11-07 15:16:56,-30.83,-71.4,49,4
2015-11-07 11:51:29,-30.7,-71.63,28,4.3
2015-11-07 10:53:42,-30.72,-71.37,48,6
2015-11-07 10:38:24,-30.78,-71.4,55,4.3
2015-11-07 10:31:19,-30.77,-71.36,47,4.9
2015-11-07 09:16:59,-30.82,-71.38,50,4.4
2015-11-07 07:31:41,-30.87,-71.43,48,6.8
2015-11-07 07:04:31,-29.47,-72.35,15,6
2015-11-06 11:44:49,-19.99,-68.95,106,4.6
2015-11-06 08:44:09,-30.16,-72.13,42,5.1
2015-11-05 17:02:39,-30.71,-71.76,33,4.8
2015-11-05 01:28:45,-30.68,-71.39,41,4.3
2015-11-03 21:30:17,-30.8,-71.41,50,4
2015-11-03 01:43:30,-30.64,-71.72,36,4.9
2015-11-01 15:16:16,-23.23,-68.53,115,5.9
2015-11-01 01:28:39,-38.82,-73.42,50,5.1
2015-10-30 03:05:10,-19.3,-69.62,97,4
2015-10-29 14:08:57,-30.62,-71.64,43,4.3
2015-10-29 10:28:21,-28.78,-70.19,91,4
2015-10-28 19:45:04,-23.25,-69.29,75,4.7
2015-10-28 09:08:00,-23.15,-70.61,31,4.5
2015-10-28 04:54:55,-30.85,-71.38,52,4.2
2015-10-28 04:12:07,-30.32,-71.51,40,4.7
2015-10-27 18:32:29,-32.77,-71.75,38,4.1
2015-10-25 13:13:45,-29.72,-71.2,44,4.7
2015-10-25 05:46:23,-20.39,-68.97,111,4.6
2015-10-25 04:02:41,-41.93,-73.55,53,4.5
2015-10-24 21:24:44,-31.44,-71.43,51,5
2015-10-24 19:06:06,-30.52,-71.65,37,4.2
2015-10-24 14:52:23,-30.04,-71.31,52,4
2015-10-23 01:52:56,-32.51,-71.72,33,4.2
2015-10-22 20:22:28,-30.39,-71.69,25,4.5
2015-10-22 00:02:55,-30.32,-71.66,35,4.5
2015-10-21 18:45:46,-30.83,-71.38,50,5
2015-10-21 14:39:18,-20.37,-69.3,100,4.8
2015-10-20 23:55:48,-30.82,-71.4,50,4.3
2015-10-20 21:45:25,-30.4,-71.6,17,4.5
2015-10-20 10:06:13,-30.74,-71.44,50,5.2
2015-10-20 04:06:54,-30.76,-71.46,50,5
2015-10-20 04:01:27,-29.98,-71.02,85,4
2015-10-19 17:57:02,-30.71,-71.43,50,4.5
2015-10-19 14:37:51,-33.47,-70.85,76,4.5
2015-10-19 02:41:00,-34.8,-71.67,52,4.4
2015-10-18 18:48:51,-19.46,-69.31,108,4.2
2015-10-18 12:48:43,-35.97,-72.67,50,5
2015-10-17 07:01:31,-20.58,-70.63,17,4.5
2015-10-16 16:58:28,-30.57,-71.62,37,4.4
2015-10-16 12:49:09,-31.46,-71.72,37,4.3
2015-10-16 06:50:34,-30.62,-71.53,41,4.1
2015-10-16 04:43:58,-20.07,-68.89,115,4.8
2015-10-15 22:18:44,-30.67,-71.74,37,4.3
2015-10-15 20:39:02,-30.57,-71.63,33,4.5
2015-10-15 19:23:22,-30.57,-71.61,36,5.1
2015-10-15 18:01:31,-22.74,-68.97,118,4.5
2015-10-15 11:03:10,-30.86,-71.73,46,4.6
2015-10-14 12:56:09,-22.57,-68.71,109,4
2015-10-14 08:35:37,-31.26,-71.46,50,4.2
2015-10-13 19:33:01,-31.17,-71.44,48,4.3
2015-10-12 16:46:42,-30.67,-71.71,35,5
2015-10-12 16:01:02,-30.76,-71.37,54,4.5
2015-10-12 14:59:21,-30.57,-71.71,36,4.7
2015-10-12 10:27:59,-30.43,-71.68,31,4.2
2015-10-12 03:31:32,-31.19,-71.79,31,5
2015-10-12 03:15:18,-31.18,-71.79,39,5.4
2015-10-12 01:46:46,-30.7,-71.43,46,4.3
2015-10-11 21:23:44,-30.69,-71.41,48,4.3
2015-10-11 16:54:58,-30.7,-71.71,40,4.8
2015-10-11 02:33:32,-30.71,-71.44,48,4.8
2015-10-10 14:26:04,-31.77,-71.65,40,4.1
2015-10-10 13:16:34,-30.52,-71.56,25,4.2
2015-10-09 18:27:34,-31.76,-71.71,36,5.5
2015-10-09 08:20:39,-31.01,-71.31,59,4.1
2015-10-09 06:52:33,-31.52,-71.49,45,4
2015-10-09 06:08:55,-30.82,-71.42,48,4.7
2015-10-09 04:09:38,-16.33,-70,233,5.5
2015-10-08 08:46:14,-30.71,-71.45,48,4.1
2015-10-07 19:35:16,-30.83,-71.42,52,4.2
2015-10-07 08:00:40,-30.3,-71.23,24,5.2
2015-10-07 03:02:08,-30.78,-71.39,48,4.4
2015-10-06 22:48:33,-30.85,-71.46,46,5
2015-10-06 10:47:33,-31.52,-71.45,15,5.1
2015-10-06 06:07:32,-25.21,-70.19,43,4.4
2015-10-05 21:58:16,-32.08,-71.8,23,4.2
2015-10-05 16:33:27,-30.35,-71.47,29,6.1
2015-10-05 02:02:50,-31.8,-71.63,47,4.4
2015-10-04 18:21:53,-30.34,-71.46,31,4.3
2015-10-04 16:57:21,-30.54,-72.18,33,4.8
2015-10-04 10:11:56,-30.66,-71.63,30,5.2
2015-10-04 03:49:49,-30.37,-72.2,22,5.2
2015-10-03 19:43:20,-29.45,-71.13,55,4.3
2015-10-03 18:59:37,-30.78,-71.41,49,4.3
2015-10-03 13:48:11,-29.99,-71.53,26,4.7
2015-10-03 11:21:02,-29.86,-71.64,41,5.3
2015-10-03 08:26:55,-30.34,-71.45,56,4.2
2015-10-03 06:26:56,-30.37,-71.37,34,6
2015-10-03 06:03:43,-37.56,-73.74,20,6.1
2015-10-03 04:26:27,-32.83,-72.03,25,4.1
2015-10-02 22:23:00,-30.74,-71.35,53,4
2015-10-02 20:02:40,-31.08,-71.33,58,4
2015-10-02 16:22:47,-30.58,-71.6,32,4.9
2015-10-02 16:11:50,-30.78,-71.45,48,4.1
2015-10-02 15:04:17,-30.53,-71.36,49,4.5
2015-10-02 08:28:08,-36.49,-71.73,110,4.9
2015-10-01 16:47:55,-32.86,-72.03,29,4.4
2015-10-01 14:00:52,-29.74,-71.31,52,4.3
2015-10-01 13:55:27,-32.63,-71.57,22,4
2015-10-01 09:28:58,-31.76,-71.35,48,4
2015-10-01 02:06:22,-30.72,-71.43,48,4.8
2015-09-30 22:59:45,-30.75,-71.41,48,4.6
2015-09-30 18:21:17,-30.64,-71.72,36,4.7
2015-09-30 02:00:03,-30.66,-71.72,37,4.9
2015-09-29 18:59:25,-31.79,-71.38,29,4.2
2015-09-29 13:42:44,-33.03,-72.25,22,4.4
2015-09-28 16:59:48,-31.61,-71.44,48,4.2
